case_id,qid,set,metric_source,ndcg10_end,ndcg10_mix,delta_ndcg10,recall10_end,recall10_mix,delta_recall10,first_rel_rank50_end,first_rel_rank50_mix,overlap10,overlap50,best_rel_rank_shift,token_count_a,token_count_b,len_ratio,endpoint_cos,r,delta_perp,cos_to_a,cos_to_b,doc_lang_mismatch_rate10_end,doc_lang_mismatch_rate10_mix,ascii_ratio10_end,ascii_ratio10_mix,label,text_a,text_b
CASE_0016,1040532,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,8,44,1.0,11,9,1.2222222222222223,0.8710395020866097,0.7000000346644842,4.711433021498124e-08,0.9354129415344619,0.9884534914093888,0.0,0.0,0.12641092094809853,0.14606333562776874,RankDrop,サーバーRAMとPCRAMの違いは何ですか,服务器ram和pc ram有什么区别
CASE_0016,1047556,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,9,44,1.0,7,7,1.0,0.7917246222496033,0.6999999928454518,4.268869346901738e-08,0.8942131117171442,0.98142503722087,0.0,0.0,0.13483072779949057,0.18613324880789392,RankDrop,リフォームでアルを演じる人,谁在家庭装修中扮演 al
CASE_0016,1084555,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,9,37,1.0,12,8,1.5,0.7668714384359979,0.6999999296899654,5.977090467013113e-08,0.8810547899935097,0.9792366959677117,0.0,0.0,0.04623623440021672,0.02255202387390094,RankDrop,銀行のロックボックスの店員は何をしますか,银行密码箱文员是做什么的
CASE_0016,168175,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,9,34,1.0,11,7,1.5714285714285714,0.7553188800811768,0.7000000060900312,3.861528696802452e-08,0.8748965739346998,0.978222021223919,0.0,0.0,0.008044701348747591,0.008044701348747591,TranslationDivergence,法執行機関は介入する責任がありますか？,执法部门是否有责任进行干预？
CASE_0016,18101,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,8,38,1.0,6,8,0.75,0.7536845803260803,0.6999999818511237,4.272775200320211e-08,0.8740231156206573,0.9780785344915065,0.0,0.0,0.2563158599469798,0.259665574764597,RankDrop,aneca連邦信用組合銀行コード,aneca 联邦信用合作社路由号码
CASE_0016,257885,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,8,45,1.0,17,11,1.5454545454545454,0.91583251953125,0.6999999734437107,3.439015472395113e-08,0.9581709755208275,0.9924493300403787,0.0,0.0,0.06866138504568634,0.07051691044785059,TranslationDivergence,ssa退職給付の申請を処理するのにどのくらい時間がかかりますか？,处理您的 SSA 退休福利申请需要多长时间？
CASE_0016,415815,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,8,42,1.0,11,7,1.5714285714285714,0.7700905799865723,0.7,3.811442184087355e-08,0.8827659399282746,0.9795196316314217,0.0,0.0,0.00938199493765422,0.02812809988592794,TranslationDivergence,アーカンソー州では労働税が課税されます,在阿肯色州对劳动力征税
CASE_0016,577167,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,8,45,1.0,15,7,2.142857142857143,0.8975229263305664,0.6999999491066065,4.744293846670189e-08,0.9489114071023768,0.9908138435587779,0.0,0.0,0.004653679653679654,0.004653679653679654,TranslationDivergence,あなたは目を覚ますために何を着るべきですか,你应该穿什么来醒来
CASE_0016,65770,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,9,46,1.0,10,8,1.25,0.8791878079399834,0.6999999814987824,3.8658097167854066e-08,0.9395793852536767,0.9891790817645268,0.0,0.0,0.0023809523809523807,0.0023809523809523807,RankDrop,車のシートを布で掃除できますか,汽车上的布座椅可以清洗吗
CASE_0016,78418,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,8,33,1.0,16,12,1.3333333333333333,0.7001362264237538,0.7000000397544842,6.395875828957287e-08,0.8451029283037056,0.9733991763313561,0.0,0.0,0.02919851112592039,0.013547097543874337,RankDrop,スイスのメレンゲを冷蔵庫に入れておくことができますか？,你能把瑞士蛋白酥皮放在冰箱里吗？
CASE_0016,81075,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,7,36,1.0,9,7,1.2857142857142858,0.6848315376244143,0.7000000094559992,3.858149355551177e-08,0.8367261322604153,0.9720690760657076,0.0,0.0,0.045065922352616174,0.048769626056319876,RankDrop,レンガを色で白塗りできますか,你能用颜色粉刷砖吗
CASE_0016,842223,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,8,49,1.0,8,7,1.1428571428571428,0.8794724941253662,0.6999999629101626,4.0829213787674234e-08,0.9397247467846965,0.989204478824537,0.0,0.0,0.03636363636363636,0.03636363636363636,RankDrop,組織図の目的は何ですか,组织结构图的目的是什么
CASE_0016,884533,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,8,47,1.0,8,6,1.3333333333333333,0.7181161306042827,0.7,3.898024303339298e-08,0.8548799762734274,0.9749659774813395,0.0,0.0,0.08764272310100785,0.09444544418944323,RankDrop,S状結腸はどの部分ですか,乙状结肠是哪个部分
CASE_0016,987100,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,7,41,1.0,14,7,2.0,0.6522128970749913,0.7000000342765145,6.537156593822147e-08,0.8187024910892926,0.9692461205634326,0.0,0.0,0.03883237153376477,0.020531717938993534,TranslationDivergence,私たちの地球の中でマグマはどこにありますか,我们地球上的岩浆在哪里
CASE_0016,998641,worst,evaluate_perquery,100.0,63.092975357145754,-36.907024642854246,100.0,100.0,0.0,1,2,10,45,1.0,12,8,1.5,0.7881476879119873,0.699999957797532,5.5275247490271795e-08,0.8923266907839232,0.9811096061243594,0.0,0.0,0.5412125712533078,0.5412125712533078,RankDrop,ノースカロライナ州ゴールズボロにあるロングジョンシルバーはどこですか,long john silver 在goldsboro nc 的位置
CASE_0016,759515,worst,evaluate_perquery,35.620718710802215,0.0,-35.620718710802215,100.0,0.0,-100.0,6,11,8,44,5.0,6,7,0.8571428571428571,0.7068642973899841,0.6999999491663537,6.458078871673933e-08,0.8487694810472928,0.9739849576010376,0.0,0.0,0.08864486560373787,0.041411664022710196,RecallDrop,インスタント酵母/パン酵母とは,什么是速溶酵母/面包机酵母
CASE_0016,1011328,worst,evaluate_perquery,33.33333333333333,0.0,-33.33333333333333,100.0,0.0,-100.0,8,11,8,41,3.0,11,9,1.2222222222222223,0.6931725144386292,0.7000000194261062,6.155280374287031e-08,0.8412976189236977,0.9727936020137268,0.0,0.0,0.0,0.017499999999999998,RecallDrop,真珠湾が米国経済に与えた影響は？,珍珠港事件对美国经济有何影响
CASE_0016,1089804,worst,evaluate_perquery,33.33333333333333,0.0,-33.33333333333333,100.0,0.0,-100.0,7,12,9,46,5.0,9,7,1.2857142857142858,0.9266706661385695,0.6999999593582753,3.745113374975517e-08,0.9636245189757847,0.9934186559546896,0.0,0.0,0.1971062716123869,0.18526066380404616,RecallDrop,存在する最大の広域ネットワーク（wan）は_____です。,现存最大的广域网 (wan) 是 _____。
CASE_0016,1095633,worst,evaluate_perquery,33.33333333333333,0.0,-33.33333333333333,100.0,0.0,-100.0,7,13,6,41,6.0,19,9,2.111111111111111,0.587616359449408,0.6999999566389334,7.021459680345288e-08,0.7822976811877498,0.9637078811070379,0.0,0.0,0.06311778307812618,0.06147965538314776,TranslationDivergence,nraによって切り札にいくらのお金が与えられましたか？,美国全国步枪协会给了特朗普多少钱？
CASE_0016,328611,worst,evaluate_perquery,33.33333333333333,0.0,-33.33333333333333,100.0,0.0,-100.0,7,34,6,37,27.0,6,7,0.8571428571428571,0.7939097881317139,0.6999999566175514,5.770804634153137e-08,0.8953641992570605,0.981617785545384,0.0,0.0,0.012696178937558247,0.011696178937558248,RecallDrop,トランジットビザの取得にかかる時間,办理过境签证需要多长时间
CASE_0016,1037689,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,12,9,40,4.0,8,6,1.3333333333333333,0.8246527314186096,0.7,4.091551275564598e-08,0.9114613575155615,0.9843350869874538,0.0,0.0,0.0016129032258064516,0.0,RecallDrop,預金の法的定義は何ですか,存款的法律定义是什么
CASE_0016,1083267,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,17,5,30,9.0,12,9,1.3333333333333333,0.7057817402947987,0.7000000709052545,6.049096157312306e-08,0.8481801618850648,0.9738906677401957,0.0,0.0,0.05050683115488699,0.060763815164388335,RecallDrop,ペニシリンは人間と動物で何を扱いますか,青霉素对人和动物有什么作用
CASE_0016,176677,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,16,7,49,8.0,16,8,2.0,0.8334554831332545,0.7000000357890016,5.176643114168655e-08,0.9160374358011462,0.9851150254830002,0.0,0.0,0.018611648398882442,0.00851063829787234,TranslationDivergence,妊娠中、赤ちゃんはいつ頭を下げた姿勢になりますか,怀孕期间，宝宝什么时候可以头朝下
CASE_0016,251445,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,14,8,46,6.0,12,8,1.5,0.6833716034889221,0.7,3.9155093389808826e-08,0.8359244203932867,0.9719423122150552,0.0,0.0,0.02543542136284348,0.01610208802951015,RecallDrop,着床からのけいれんはどのくらい続きますか,植入引起的痉挛会持续多久
CASE_0016,387864,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,17,8,48,9.0,19,11,1.7272727272727273,0.9118851370742999,0.6999999915444723,3.8287335968334446e-08,0.9561797247786664,0.9920964980164714,0.0,0.0,0.0,0.005434782608695652,TranslationDivergence,第二次大覚醒は最初の覚醒とどのように似ていましたか,第二次大觉醒和第一次有什么相似之处
CASE_0016,401287,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,17,8,39,9.0,7,10,0.7,0.7748621106147766,0.6999999536692345,6.127905294306402e-08,0.8852987284827102,0.9799394436829195,0.0,0.0,0.06602412080251634,0.08269378829198924,RecallDrop,ヒドロコドンに必要な処方箋です,是氢可酮所需的书面处方
CASE_0016,591898,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,13,6,38,5.0,6,7,0.8571428571428571,0.6285376923404749,0.7000000080229734,3.7451336254434864e-08,0.8054717410810737,0.967207964751339,0.0,0.0,0.005714285714285714,0.011539528432732316,RecallDrop,頭が痛くなる原因,是什么导致我头上长疮
CASE_0016,927989,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,14,9,45,6.0,14,11,1.2727272727272727,0.8074194078099375,0.6999999922623754,4.135710796049352e-08,0.9024603145145481,0.9828105579017891,0.0,0.0,0.37816384746010956,0.39228149451893307,RecallDrop,メタリカがファーストアルバムをリリースしたのは何年ですか,metala是哪一年发行他们的第一张专辑
CASE_0016,994941,worst,evaluate_perquery,31.546487678572877,0.0,-31.546487678572877,100.0,0.0,-100.0,8,19,7,43,11.0,14,9,1.5555555555555556,0.6375710532153909,0.7,4.414486909354309e-08,0.8105349350737878,0.9679845034957828,0.0,0.0,0.05679394428543448,0.06912290332900614,TranslationDivergence,複製された染色体のセントロメアはどこにありますか,复制染色体中的着丝粒在哪里
CASE_0016,1026991,worst,evaluate_perquery,61.31471927654584,30.65735963827292,-30.65735963827292,50.0,50.0,0.0,1,3,6,37,2.0,16,7,2.2857142857142856,0.8096445798873901,0.6999999921719252,3.721161334624412e-08,0.9036257322006211,0.9830071416746994,0.0,0.0,0.008346284166215785,0.0009433962264150943,TranslationDivergence,パン焼き機ではどのような小麦粉が使えますか,面包机可以用什么面粉
CASE_0016,1087042,worst,evaluate_perquery,61.31471927654584,30.65735963827292,-30.65735963827292,50.0,50.0,0.0,1,3,10,43,2.0,8,7,1.1428571428571428,0.6909254789352417,0.7,3.856256469703112e-08,0.8400676479296879,0.9725982179928209,0.0,0.0,0.04070186420556261,0.04070186420556261,RankDrop,アスタキサンチンの食料源は何ですか,虾青素的食物来源是什么
CASE_0016,1047625,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,26,6,39,17.0,10,7,1.4285714285714286,0.6557284593582153,0.6999999826867348,4.2585668325045845e-08,0.8206563047425981,0.9695495979941403,0.0,0.0,0.1214999908772361,0.22727747420806582,RecallDrop,ヤマアラシを歌って灰を演じる人,谁在唱歌中扮演豪猪灰
CASE_0016,1051352,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,11,8,49,2.0,11,8,1.375,0.7791776393863725,0.699999959511815,3.683611637939066e-08,0.8875854631351312,0.9803193686218264,0.0,0.0,0.010897435897435897,0.016452991452991454,RecallDrop,科学用語でのメカニカルアドバンテージとは何ですか,什么是科学术语中的机械优势
CASE_0016,1083472,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,11,8,44,2.0,14,9,1.5555555555555556,0.9558839771678435,0.7000000675542963,4.230503947155739e-08,0.9782237702182515,0.9960359924139607,0.0,0.0,0.18833057218731244,0.17445594915775983,TranslationDivergence,lsaは石油とガスで何を表していますか,lsa在石油和天然气中代表什么
CASE_0016,285656,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,13,7,49,4.0,11,7,1.5714285714285714,0.9424707224930194,0.6999999352453651,4.680060783357476e-08,0.9715385970206152,0.9948334328609647,0.0,0.0,0.049637526652452024,0.05439943141435679,TranslationDivergence,病理医は週に何時間働きますか,病理学家每周工作多少小时
CASE_0016,299732,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,13,8,48,4.0,15,10,1.5,0.8969273567199707,0.6999999855430598,3.3292124612671614e-08,0.9486092395447157,0.9907607843510053,0.0,0.0,0.009445488721804512,0.007302631578947369,RecallDrop,超音波で卵黄嚢を何週間見ることができますか,超声检查可以看到多少周的卵黄囊
CASE_0016,619805,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,12,8,45,3.0,13,9,1.4444444444444444,0.935389518737793,0.7000000115315356,4.1332807398930527e-08,0.9679970036281698,0.9941991222752846,0.0,0.0,0.046695088043016045,0.06131698798504159,RecallDrop,2016年のボストンマラソンの勝者は何を得ましたか,2016 年波士顿马拉松赛获胜者得到了什么
CASE_0016,66161,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,11,9,41,2.0,14,9,1.5555555555555556,0.6756601333618164,0.7000000275658247,6.053942769312926e-08,0.8316819923398676,0.971273637933079,0.0,0.0,0.10947691868716503,0.08763999272652774,TranslationDivergence,クイジナート電気圧力鍋は缶詰業者として使用できますか,cuisinart电压力锅可以当罐头用吗
CASE_0016,846082,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,15,8,44,6.0,6,7,0.8571428571428571,0.6046138530509296,0.7,3.959032568445764e-08,0.7919712733874487,0.9651580495640456,0.0,0.0,0.07205272205272205,0.10330589303192043,RecallDrop,キャバリアーズとウォリアーズのスコアは？,骑士和勇士的比分是多少？
CASE_0016,858421,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,11,9,45,2.0,8,6,1.3333333333333333,0.8306171793113458,0.7,3.929310210537551e-08,0.9145634905958984,0.9848634166871013,0.0,0.0,0.05517098860641616,0.03724870470475082,RecallDrop,二要素認証とは何ですか,什么是两因素身份验证
CASE_0016,994792,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,11,8,46,2.0,16,7,2.2857142857142856,0.9319635629653931,0.7,3.854846397643996e-08,0.966280437345169,0.9938923928075447,0.0,0.0,0.0,0.0,TranslationDivergence,どの出来事が核戦争を引き起こしそうになりましたか？,哪个事件差点引发核战争？
CASE_0016,995805,worst,evaluate_perquery,30.10299956639812,0.0,-30.10299956639812,100.0,0.0,-100.0,9,13,8,41,4.0,15,11,1.3636363636363635,0.7076020836830139,0.7000000305771561,6.217832293486936e-08,0.8491709762849337,0.9740491845698631,0.0,0.0,0.046665673123072605,0.041459248026136555,RecallDrop,どのビタミンB群があなたのセロトニンレベルに役立ちますか,哪些 B 族维生素有助于提高血清素水平
CASE_0016,1095654,worst,evaluate_perquery,28.906482631788787,0.0,-28.906482631788787,100.0,0.0,-100.0,10,11,9,46,1.0,17,8,2.125,0.8485386371612549,0.700000009838257,3.7840990785298345e-08,0.9238444757338503,0.9864531272511418,0.0,0.0,0.2078233498845135,0.1802233498845135,TranslationDivergence,nraはどのくらいのお金を民主党/担当者に寄付しますか,nra 为 dems/reps 贡献了多少钱
CASE_0016,172981,worst,evaluate_perquery,28.906482631788787,0.0,-28.906482631788787,100.0,0.0,-100.0,10,12,8,46,2.0,11,8,1.375,0.8774489091306275,0.6999999756817205,3.548712967926804e-08,0.9386913058214275,0.9890241807441577,0.0,0.0,0.04948534347728799,0.05651237050431501,RecallDrop,潜在意識はあなたの呼吸を制御しますか,潜意识会控制你的呼吸吗
CASE_0016,245921,worst,evaluate_perquery,28.906482631788787,0.0,-28.906482631788787,100.0,0.0,-100.0,10,11,9,44,1.0,10,9,1.1111111111111112,0.8692030232669725,0.7000000227851574,4.491146299301363e-08,0.9344721113827937,0.9882899820053868,0.0,0.0,0.04636656610340821,0.041604661341503445,RecallDrop,中国からの商品はどれくらいかかりますか,来自中国的物品需要多长时间
CASE_0016,272500,worst,evaluate_perquery,28.906482631788787,0.0,-28.906482631788787,100.0,0.0,-100.0,10,15,5,38,5.0,11,8,1.375,0.8260225057601929,0.6999999914350035,4.32083702150976e-08,0.9121744260841733,0.9844563393082117,0.0,0.0,0.03390767398508699,0.024048519055509525,RecallDrop,パーマとカラーの間でどれくらい待つか,烫发和染发之间要等多久
CASE_0016,62439,worst,evaluate_perquery,28.906482631788787,0.0,-28.906482631788787,100.0,0.0,-100.0,10,12,8,42,2.0,14,10,1.4,0.8980268239974976,0.6999999707743596,3.656988667444239e-08,0.9491669678321181,0.9908587857740082,0.0,0.0,0.08740971967342438,0.079864538210018,RecallDrop,ヘルスケア代理人はHIV検査に同意することができますか,医疗保健代理人可以同意进行 HIV 检测吗
CASE_0016,79891,worst,evaluate_perquery,28.906482631788787,0.0,-28.906482631788787,100.0,0.0,-100.0,10,34,8,46,24.0,12,10,1.2,0.7046045064926147,0.7,4.115676688343228e-08,0.8475389984805779,0.9737880892027792,0.0,0.0,0.031958762886597936,0.031958762886597936,RecallDrop,セミスイートの代わりにチョコレートチップを使えますか,你能用巧克力片代替半甜的吗
CASE_0016,337190,worst,evaluate_perquery,63.092975357145754,38.68528072345416,-24.40769463369159,100.0,100.0,0.0,2,5,8,44,3.0,8,7,1.1428571428571428,0.7844940423965454,0.7,4.091775096526362e-08,0.8903975615902464,0.9807875481501926,0.0,0.0,0.01984010025809146,0.02494690933686316,RankDrop,アイオワで何歳飲みますか,在爱荷华州喝酒多少岁
CASE_0016,997542,worst,evaluate_perquery,61.31471927654584,38.68528072345416,-22.629438553091674,50.0,50.0,0.0,1,2,5,32,1.0,12,9,1.3333333333333333,0.595056211653722,0.6999999779211415,3.6238045453274026e-08,0.7865403372976357,0.9643419516546218,0.0,0.0,0.12369313689064183,0.20328418974391918,RankDrop,信頼できるスタジアムにある囲いクラブはどこですか,畜栏俱乐部在依赖体育场的什么地方
CASE_0016,1084906,worst,evaluate_perquery,70.39180890341346,47.762370350321795,-22.629438553091667,66.66666666666666,66.66666666666666,0.0,1,2,8,46,1.0,13,8,1.625,0.8530552387237549,0.7000000202812934,5.5989847425053085e-08,0.9261740047875691,0.9868543067507283,0.0,0.0,0.06368208027564697,0.06530102094568253,TranslationDivergence,白血球数の低下に関連する病気は何ですか,哪些疾病与白细胞计数低有关
CASE_0016,1001108,worst,evaluate_perquery,63.092975357145754,43.06765580733931,-20.025319549806447,100.0,100.0,0.0,2,4,9,45,2.0,16,9,1.7777777777777777,0.877300009405614,0.7000000182165721,5.1336073170205054e-08,0.9386152245661017,0.9890109049416012,0.0,0.0,0.014035087719298244,0.014035087719298244,TranslationDivergence,染色体が細胞の極に向かって移動しているところ,染色体向细胞两极移动的地方
CASE_0016,1003603,worst,evaluate_perquery,63.092975357145754,43.06765580733931,-20.025319549806447,100.0,100.0,0.0,2,4,8,44,2.0,11,9,1.2222222222222223,0.8671306292492527,0.6999999775702176,3.4832627449077336e-08,0.9334097966626689,0.9881055937330335,0.0,0.0,0.05885719627657522,0.10064291056228951,RankDrop,飛行に必要な実際のIDはいつですか,飞行所需的真实身份是什么时候
CASE_0016,1083535,worst,evaluate_perquery,63.092975357145754,43.06765580733931,-20.025319549806447,100.0,100.0,0.0,2,4,10,45,2.0,15,9,1.6666666666666667,0.837615966796875,0.700000009176495,3.7977589073534546e-08,0.9181951219512196,0.9854837912936092,0.0,0.0,0.13802058875917728,0.13802058875917728,TranslationDivergence,ジョー・マドンは彼の髪に何を使っていますか,乔·麦登在他的头发上用什么
CASE_0016,989870,worst,evaluate_perquery,63.092975357145754,43.06765580733931,-20.025319549806447,100.0,100.0,0.0,2,4,7,44,2.0,8,6,1.3333333333333333,0.8749179765533195,0.6999999285213765,5.0236373283496505e-08,0.9373975694678327,0.9887988049903191,0.0,0.0,0.09300308688895646,0.15258741703249712,RankDrop,メーガン・マケインの夫は誰ですか,梅根麦凯恩的丈夫是谁
CASE_0016,272605,worst,evaluate_perquery,50.0,30.10299956639812,-19.89700043360188,100.0,100.0,0.0,3,9,9,45,6.0,13,6,2.1666666666666665,0.7010478377342224,0.7,3.9061113454863516e-08,0.8456002653641861,0.9734786190631748,0.0,0.0,0.10285312437211172,0.10285312437211172,TranslationDivergence,入れ墨の後に泳ぐのを待つ時間,纹身后多久可以游泳
CASE_0016,390484,worst,evaluate_perquery,17.723928678404775,0.0,-17.723928678404775,50.0,0.0,-50.0,10,11,8,42,1.0,12,6,2.0,0.6058408744145483,0.6999999395120925,7.222418929586638e-08,0.7926670058786153,0.9652628999176417,0.0,0.0,0.03982482705904712,0.02583948755287428,TranslationDivergence,イブプロフェンそれは何のために使われるのか,布洛芬是干什么用的
CASE_0016,817349,worst,evaluate_perquery,17.723928678404775,0.0,-17.723928678404775,50.0,0.0,-50.0,10,11,9,48,1.0,13,7,1.8571428571428572,0.9269291758537292,0.7000000611782815,4.3641112057457576e-08,0.9637543600024362,0.9934417886777183,0.0,0.0,0.08227886977886978,0.08227886977886978,TranslationDivergence,直接民主主義と代表者の違いは何ですか,直接民主和代表有什么区别
CASE_0016,916901,worst,evaluate_perquery,17.723928678404775,0.0,-17.723928678404775,50.0,0.0,-50.0,10,19,6,42,9.0,12,8,1.5,0.7208648920059204,0.6999999572933462,6.324049905970242e-08,0.8563687987030989,0.9752060411413633,0.0,0.0,0.0620753314851278,0.0622880225550602,RecallDrop,ビタミン欠乏症が口内炎を引き起こす原因,什么维生素缺乏会导致口腔溃疡
